bay_id,lat,lon,has_restriction_data
61737,-37.81382164650383,144.97251252259366,True
62051,-37.81587339567721,144.96551600146694,True
61847,-37.81470252321151,144.96952517898953,True
61848,-37.81472462019704,144.96945071458146,True
61020,-37.81603681350178,144.96855969820953,False
60136,-37.81633778637632,144.97159447871752,True
60133,-37.81628062406019,144.97178578493475,True
60137,-37.81635684169974,144.97153070955025,True
60134,-37.816299678207656,144.97172201927918,True
60139,-37.81639652425794,144.97139789783475,True
60218,-37.81701084974982,144.96864635503948,True
60222,-37.81709470130369,144.9683617991356,True
60226,-37.817169372511195,144.96810842559273,True
60221,-37.817075885100294,144.96842568827884,True
60228,-37.81721448155689,144.96795514055805,True
60244,-37.81722164040342,144.96860538499686,True
60245,-37.8172423412333,144.96853430210422,True
60836,-37.81451506643333,144.97372858387934,True
60837,-37.81453864949547,144.97364818545256,True
60838,-37.814563533541275,144.97356281055005,True
61135,-37.81671390060552,144.96623196365874,True
61151,-37.81709660795699,144.9649217246474,True
61145,-37.81694979916195,144.96542248354993,True
60942,-37.815166860713134,144.97149368471682,True
61718,-37.813747716292895,144.97221188360052,True
63618,-37.81302149849634,144.967181727001,True
63621,-37.81307817390757,144.9669889829218,True
51017,-37.812540032912196,144.97086191240862,True
51019,-37.81242578888708,144.97080914791258,True
51018,-37.81248502127751,144.97083654772769,True
51814,-37.814264881395786,144.96889419617943,True
51813,-37.81431568452783,144.968917483881,True
51815,-37.81421407825971,144.96887091645692,True
51811,-37.81441729985575,144.96896406095732,True
51925,-37.81355383064921,144.96844271755066,True
51937,-37.81322788639255,144.96829312030158,True
51922,-37.813645541093216,144.96848423441904,True
51923,-37.81362355924437,144.96847414382043,True
51938,-37.81320477024501,144.96828258253169,True
51927,-37.81350740460786,144.96842159734933,True
51936,-37.81325032534858,144.9683033907497,True
63531,-37.81260578300345,144.96851113908832,True
63510,-37.81213414640016,144.97011258637718,True
63539,-37.8122473661557,144.9702796616983,True
63540,-37.81226616014763,144.97021577743828,True
9589,-37.803684670588936,144.94960779284747,True
9590,-37.80363146104051,144.9496171860684,True
51015,-37.81264916878783,144.97091226679726,True
50934,-37.8135038414477,144.97113785862933,True
63622,-37.81309727475635,144.96692402484877,True
50912,-37.813613911074796,144.9713575687406,True
63624,-37.813134848994366,144.96679623973978,True
63625,-37.813153635609424,144.9667323471255,True
63610,-37.812851171184576,144.96766091552885,True
63432,-37.81169298008376,144.9721732663594,True
63424,-37.81182606177407,144.97116208822183,True
63422,-37.81176665867656,144.97136433873743,True
63418,-37.811669772161466,144.97169211502285,True
63423,-37.811808283287085,144.9712227762285,True
62873,-37.81406750223225,144.96764234105655,True
62756,-37.813641144701464,144.9691289769056,True
62757,-37.8136598375073,144.96906482232941,True
62712,-37.81317358128244,144.97053897697958,True
62658,-37.81282049175118,144.9718874027827,True
62655,-37.81276100620035,144.97209067275935,True
62661,-37.81286923126099,144.97172047337548,True
62662,-37.81288751437722,144.97165817666922,True
62643,-37.81250642470439,144.9729607114529,True
50933,-37.81355835852405,144.97116325664155,True
50911,-37.81366170756083,144.97137962133522,True
10721,-37.804297991846894,144.95102747862302,True
10730,-37.80487724273593,144.95092402466457,True
18631,-37.82112630304781,144.94372360496828,True
65359,-37.812079903526126,144.96329725545985,False
57922,-37.81971276918418,144.9545781189122,True
57921,-37.81975890500819,144.9545992340826,True
